xvariable,xvalue,xlabel_en,xlabel_ne,yvariable,yvalue,ylabel_en,ylabel_ne,total,percoftotal,variablegroup,index
m_years_of_experience,1,0 to 2 years,०-२ वर्ष,i_econ_incm_chng_self,3,Total income decreased by 50%,कुल आय आधि (५०%)ले घट्यो,3,0.011627906976744186,impact,309
m_years_of_experience,1,0 to 2 years,०-२ वर्ष,i_econ_incm_chng_self,2,Total income decreased by 25%,कुल आय एक-चौथाई (२५%)ले घट्यो,0,0.0,impact,310
m_years_of_experience,1,0 to 2 years,०-२ वर्ष,i_econ_incm_chng_self,5,Total income was almost same as that of 2019,कुल आय लगभग उस्तै रह्यो,1,0.003875968992248062,impact,311
m_years_of_experience,1,0 to 2 years,०-२ वर्ष,i_econ_incm_chng_self,6,Total income exceeded that of 2019,कुल आय बढ्यो,0,0.0,impact,312
m_gender,2,Female,महिला,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,1,0.003875968992248062,impact,313
m_gender,2,Female,महिला,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,2,0.007751937984496124,impact,314
m_gender,2,Female,महिला,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,1,0.003875968992248062,impact,315
m_gender,2,Female,महिला,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,2,0.007751937984496124,impact,316
m_gender,2,Female,महिला,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),19,0.07364341085271318,impact,317
m_gender,1,Male,पुरुष,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,2,0.007751937984496124,impact,318
m_gender,1,Male,पुरुष,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,15,0.05813953488372093,impact,319
m_gender,1,Male,पुरुष,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,8,0.031007751937984496,impact,320
m_gender,1,Male,पुरुष,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,15,0.05813953488372093,impact,321
m_gender,1,Male,पुरुष,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),193,0.748062015503876,impact,322
m_gender,3,Third gender,तेस्रो लिंगी,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),0,0.0,impact,323
m_gender,3,Third gender,तेस्रो लिंगी,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,0,0.0,impact,324
m_gender,3,Third gender,तेस्रो लिंगी,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,0,0.0,impact,325
m_gender,3,Third gender,तेस्रो लिंगी,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,0,0.0,impact,326
m_gender,3,Third gender,तेस्रो लिंगी,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,0,0.0,impact,327
m_age,3,41 - 60 years,४१-६० वर्ष,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,0,0.0,impact,328
m_age,3,41 - 60 years,४१-६० वर्ष,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,6,0.023255813953488372,impact,329
m_age,3,41 - 60 years,४१-६० वर्ष,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,1,0.003875968992248062,impact,330
m_age,3,41 - 60 years,४१-६० वर्ष,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,4,0.015503875968992248,impact,331
m_age,3,41 - 60 years,४१-६० वर्ष,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),32,0.12403100775193798,impact,332
m_age,2,21 - 40 years,२१-४० बर्ष,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,3,0.011627906976744186,impact,333
m_age,2,21 - 40 years,२१-४० बर्ष,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,11,0.04263565891472868,impact,334
m_age,2,21 - 40 years,२१-४० बर्ष,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,8,0.031007751937984496,impact,335
m_age,2,21 - 40 years,२१-४० बर्ष,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,12,0.046511627906976744,impact,336
m_age,2,21 - 40 years,२१-४० बर्ष,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),175,0.6782945736434108,impact,337
m_age,1,Less than 20 years,०-२० बर्ष,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,0,0.0,impact,338
m_age,1,Less than 20 years,०-२० बर्ष,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,0,0.0,impact,339
m_age,1,Less than 20 years,०-२० बर्ष,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,0,0.0,impact,340
m_age,1,Less than 20 years,०-२० बर्ष,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,1,0.003875968992248062,impact,341
m_age,1,Less than 20 years,०-२० बर्ष,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),5,0.01937984496124031,impact,342
m_age,4,61 and above,६१ वर्ष वा माथि,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),0,0.0,impact,343
m_age,4,61 and above,६१ वर्ष वा माथि,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,0,0.0,impact,344
m_age,4,61 and above,६१ वर्ष वा माथि,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,0,0.0,impact,345
m_age,4,61 and above,६१ वर्ष वा माथि,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,0,0.0,impact,346
m_age,4,61 and above,६१ वर्ष वा माथि,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,0,0.0,impact,347
m_edu_levl,6,Master's degree or higher,स्नातकोत्तर वा माथि,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,0,0.0,impact,348
m_edu_levl,6,Master's degree or higher,स्नातकोत्तर वा माथि,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,1,0.003875968992248062,impact,349
m_edu_levl,6,Master's degree or higher,स्नातकोत्तर वा माथि,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,0,0.0,impact,350
m_edu_levl,6,Master's degree or higher,स्नातकोत्तर वा माथि,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,4,0.015503875968992248,impact,351
m_edu_levl,6,Master's degree or higher,स्नातकोत्तर वा माथि,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),22,0.08527131782945736,impact,352
m_edu_levl,5,Bachelor's degree or equivalent,स्नातक,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,0,0.0,impact,353
m_edu_levl,5,Bachelor's degree or equivalent,स्नातक,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,4,0.015503875968992248,impact,354
m_edu_levl,5,Bachelor's degree or equivalent,स्नातक,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,3,0.011627906976744186,impact,355
m_edu_levl,5,Bachelor's degree or equivalent,स्नातक,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,4,0.015503875968992248,impact,356
m_edu_levl,5,Bachelor's degree or equivalent,स्नातक,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),49,0.18992248062015504,impact,357
m_edu_levl,4,10+2 or equivalent,+२' वा सो सरह,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,1,0.003875968992248062,impact,358
m_edu_levl,4,10+2 or equivalent,+२' वा सो सरह,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,6,0.023255813953488372,impact,359
m_edu_levl,4,10+2 or equivalent,+२' वा सो सरह,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,6,0.023255813953488372,impact,360
m_edu_levl,4,10+2 or equivalent,+२' वा सो सरह,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,7,0.027131782945736434,impact,361
m_edu_levl,4,10+2 or equivalent,+२' वा सो सरह,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),66,0.2558139534883721,impact,362
m_edu_levl,3,SLC or equivalent,एस्.एल.सी.,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,2,0.007751937984496124,impact,363
m_edu_levl,3,SLC or equivalent,एस्.एल.सी.,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,2,0.007751937984496124,impact,364
m_edu_levl,3,SLC or equivalent,एस्.एल.सी.,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,0,0.0,impact,365
m_edu_levl,3,SLC or equivalent,एस्.एल.सी.,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,2,0.007751937984496124,impact,366
m_edu_levl,3,SLC or equivalent,एस्.एल.सी.,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),54,0.20930232558139536,impact,367
m_edu_levl,2,Can read and/or write,अक्षर चिन्ने,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,0,0.0,impact,368
m_edu_levl,2,Can read and/or write,अक्षर चिन्ने,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,4,0.015503875968992248,impact,369
m_edu_levl,2,Can read and/or write,अक्षर चिन्ने,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,0,0.0,impact,370
m_edu_levl,2,Can read and/or write,अक्षर चिन्ने,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,0,0.0,impact,371
m_edu_levl,2,Can read and/or write,अक्षर चिन्ने,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),20,0.07751937984496124,impact,372
m_edu_levl,1,No education (illiterate),निरक्षर,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,0,0.0,impact,373
m_edu_levl,1,No education (illiterate),निरक्षर,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,0,0.0,impact,374
m_edu_levl,1,No education (illiterate),निरक्षर,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,0,0.0,impact,375
m_edu_levl,1,No education (illiterate),निरक्षर,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,0,0.0,impact,376
m_edu_levl,1,No education (illiterate),निरक्षर,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),1,0.003875968992248062,impact,377
m_years_of_experience,5,15 years or more,१५ वर्ष भन्दा बढी,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,0,0.0,impact,378
m_years_of_experience,5,15 years or more,१५ वर्ष भन्दा बढी,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,6,0.023255813953488372,impact,379
m_years_of_experience,5,15 years or more,१५ वर्ष भन्दा बढी,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,1,0.003875968992248062,impact,380
m_years_of_experience,5,15 years or more,१५ वर्ष भन्दा बढी,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,3,0.011627906976744186,impact,381
m_years_of_experience,5,15 years or more,१५ वर्ष भन्दा बढी,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),45,0.1744186046511628,impact,382
m_years_of_experience,4,11 to 15 years,११-१५ बर्ष,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,0,0.0,impact,383
m_years_of_experience,4,11 to 15 years,११-१५ बर्ष,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,1,0.003875968992248062,impact,384
m_years_of_experience,4,11 to 15 years,११-१५ बर्ष,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,1,0.003875968992248062,impact,385
m_years_of_experience,4,11 to 15 years,११-१५ बर्ष,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,3,0.011627906976744186,impact,386
m_years_of_experience,4,11 to 15 years,११-१५ बर्ष,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),44,0.17054263565891473,impact,387
m_years_of_experience,3,6 to 10 years,६-१० वर्ष,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,1,0.003875968992248062,impact,388
m_years_of_experience,3,6 to 10 years,६-१० वर्ष,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,3,0.011627906976744186,impact,389
m_years_of_experience,3,6 to 10 years,६-१० वर्ष,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,4,0.015503875968992248,impact,390
m_years_of_experience,3,6 to 10 years,६-१० वर्ष,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,5,0.01937984496124031,impact,391
m_years_of_experience,3,6 to 10 years,६-१० वर्ष,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),81,0.313953488372093,impact,392
m_years_of_experience,2,3 to 5 years,३-५ वर्ष,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,2,0.007751937984496124,impact,393
m_years_of_experience,2,3 to 5 years,३-५ वर्ष,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,6,0.023255813953488372,impact,394
m_years_of_experience,2,3 to 5 years,३-५ वर्ष,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,2,0.007751937984496124,impact,395
m_years_of_experience,2,3 to 5 years,३-५ वर्ष,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,1,0.003875968992248062,impact,396
m_years_of_experience,2,3 to 5 years,३-५ वर्ष,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),33,0.12790697674418605,impact,397
m_years_of_experience,1,0 to 2 years,०-२ वर्ष,i_empl_lst_date_full_salary,5,No change due to COVID-19,मेरो पूर्ण तलब (आम्दानी)मा कोभिड-१९ले कुनै असर नगरेको,0,0.0,impact,398
m_years_of_experience,1,0 to 2 years,०-२ वर्ष,i_empl_lst_date_full_salary,4,After December 2021,माघ २०७७ पछि,1,0.003875968992248062,impact,399
m_years_of_experience,1,0 to 2 years,०-२ वर्ष,i_empl_lst_date_full_salary,3,Between October and December 2020,कार्तिक देखि पौष २०७७ को बीचमा,1,0.003875968992248062,impact,400
m_years_of_experience,1,0 to 2 years,०-२ वर्ष,i_empl_lst_date_full_salary,2,Between March and September 2020,बैशाख देखि असोज २०७७ को बीचमा,5,0.01937984496124031,impact,401
m_years_of_experience,1,0 to 2 years,०-२ वर्ष,i_empl_lst_date_full_salary,1,Before COVID-19 lockdown (Before March 2020),कोभिड-१९ लकडाउन भन्दा पहिले (चैत्र २०७६ भन्दा पहिले),9,0.03488372093023256,impact,402
m_gender,2,Female,महिला,p_econ_self_savings_chng_today_v_19,5,Has reduced to almost zero,लगभग शुन्य बाँकी छ,13,0.050387596899224806,impact,403
m_gender,2,Female,महिला,p_econ_self_savings_chng_today_v_19,4,25% remaining,एक-चौथाई (२५%) बाँकी छ,10,0.03875968992248062,impact,404
m_gender,2,Female,महिला,p_econ_self_savings_chng_today_v_19,3,50% remaining,आधि (५०%) बाँकी छ,1,0.003875968992248062,impact,405
m_gender,2,Female,महिला,p_econ_self_savings_chng_today_v_19,2,75% remaining,तीन-चौथाई (७५%) बाँकी छ,0,0.0,impact,406
m_gender,2,Female,महिला,p_econ_self_savings_chng_today_v_19,1,Has stayed the same,लगभग उत्तिकै बाँकी छ,1,0.003875968992248062,impact,407
m_gender,2,Female,महिला,p_econ_self_savings_chng_today_v_19,6,Has grown compared to 2019,बचत बढेको छ,0,0.0,impact,408
m_gender,1,Male,पुरुष,p_econ_self_savings_chng_today_v_19,5,Has reduced to almost zero,लगभग शुन्य बाँकी छ,132,0.5116279069767442,impact,409
m_gender,1,Male,पुरुष,p_econ_self_savings_chng_today_v_19,4,25% remaining,एक-चौथाई (२५%) बाँकी छ,83,0.32170542635658916,impact,410
m_gender,1,Male,पुरुष,p_econ_self_savings_chng_today_v_19,3,50% remaining,आधि (५०%) बाँकी छ,2,0.007751937984496124,impact,411
m_gender,1,Male,पुरुष,p_econ_self_savings_chng_today_v_19,2,75% remaining,तीन-चौथाई (७५%) बाँकी छ,8,0.031007751937984496,impact,412
m_gender,1,Male,पुरुष,p_econ_self_savings_chng_today_v_19,1,Has stayed the same,लगभग उत्तिकै बाँकी छ,6,0.023255813953488372,impact,413
m_gender,1,Male,पुरुष,p_econ_self_savings_chng_today_v_19,6,Has grown compared to 2019,बचत बढेको छ,2,0.007751937984496124,impact,414
m_gender,3,Third gender,तेस्रो लिंगी,p_econ_self_savings_chng_today_v_19,1,Has stayed the same,लगभग उत्तिकै बाँकी छ,0,0.0,impact,415
m_gender,3,Third gender,तेस्रो लिंगी,p_econ_self_savings_chng_today_v_19,2,75% remaining,तीन-चौथाई (७५%) बाँकी छ,0,0.0,impact,416
m_gender,3,Third gender,तेस्रो लिंगी,p_econ_self_savings_chng_today_v_19,3,50% remaining,आधि (५०%) बाँकी छ,0,0.0,impact,417
m_gender,3,Third gender,तेस्रो लिंगी,p_econ_self_savings_chng_today_v_19,4,25% remaining,एक-चौथाई (२५%) बाँकी छ,0,0.0,impact,418
m_gender,3,Third gender,तेस्रो लिंगी,p_econ_self_savings_chng_today_v_19,5,Has reduced to almost zero,लगभग शुन्य बाँकी छ,0,0.0,impact,419
m_gender,3,Third gender,तेस्रो लिंगी,p_econ_self_savings_chng_today_v_19,6,Has grown compared to 2019,बचत बढेको छ,0,0.0,impact,420
m_age,3,41 - 60 years,४१-६० वर्ष,p_econ_self_savings_chng_today_v_19,5,Has reduced to almost zero,लगभग शुन्य बाँकी छ,23,0.08914728682170543,impact,421
m_age,3,41 - 60 years,४१-६० वर्ष,p_econ_self_savings_chng_today_v_19,4,25% remaining,एक-चौथाई (२५%) बाँकी छ,15,0.05813953488372093,impact,422
m_age,3,41 - 60 years,४१-६० वर्ष,p_econ_self_savings_chng_today_v_19,3,50% remaining,आधि (५०%) बाँकी छ,0,0.0,impact,423
m_age,3,41 - 60 years,४१-६० वर्ष,p_econ_self_savings_chng_today_v_19,2,75% remaining,तीन-चौथाई (७५%) बाँकी छ,1,0.003875968992248062,impact,424
m_age,3,41 - 60 years,४१-६० वर्ष,p_econ_self_savings_chng_today_v_19,1,Has stayed the same,लगभग उत्तिकै बाँकी छ,3,0.011627906976744186,impact,425
m_age,3,41 - 60 years,४१-६० वर्ष,p_econ_self_savings_chng_today_v_19,6,Has grown compared to 2019,बचत बढेको छ,1,0.003875968992248062,impact,426
m_age,2,21 - 40 years,२१-४० बर्ष,p_econ_self_savings_chng_today_v_19,5,Has reduced to almost zero,लगभग शुन्य बाँकी छ,118,0.4573643410852713,impact,427
m_age,2,21 - 40 years,२१-४० बर्ष,p_econ_self_savings_chng_today_v_19,4,25% remaining,एक-चौथाई (२५%) बाँकी छ,77,0.29844961240310075,impact,428
m_age,2,21 - 40 years,२१-४० बर्ष,p_econ_self_savings_chng_today_v_19,3,50% remaining,आधि (५०%) बाँकी छ,3,0.011627906976744186,impact,429
m_age,2,21 - 40 years,२१-४० बर्ष,p_econ_self_savings_chng_today_v_19,2,75% remaining,तीन-चौथाई (७५%) बाँकी छ,7,0.027131782945736434,impact,430
m_age,2,21 - 40 years,२१-४० बर्ष,p_econ_self_savings_chng_today_v_19,1,Has stayed the same,लगभग उत्तिकै बाँकी छ,3,0.011627906976744186,impact,431
m_age,2,21 - 40 years,२१-४० बर्ष,p_econ_self_savings_chng_today_v_19,6,Has grown compared to 2019,बचत बढेको छ,1,0.003875968992248062,impact,432
m_age,1,Less than 20 years,०-२० बर्ष,p_econ_self_savings_chng_today_v_19,5,Has reduced to almost zero,लगभग शुन्य बाँकी छ,4,0.015503875968992248,impact,433
m_age,1,Less than 20 years,०-२० बर्ष,p_econ_self_savings_chng_today_v_19,4,25% remaining,एक-चौथाई (२५%) बाँकी छ,1,0.003875968992248062,impact,434
m_age,1,Less than 20 years,०-२० बर्ष,p_econ_self_savings_chng_today_v_19,3,50% remaining,आधि (५०%) बाँकी छ,0,0.0,impact,435
m_age,1,Less than 20 years,०-२० बर्ष,p_econ_self_savings_chng_today_v_19,2,75% remaining,तीन-चौथाई (७५%) बाँकी छ,0,0.0,impact,436
m_age,1,Less than 20 years,०-२० बर्ष,p_econ_self_savings_chng_today_v_19,1,Has stayed the same,लगभग उत्तिकै बाँकी छ,1,0.003875968992248062,impact,437
m_age,1,Less than 20 years,०-२० बर्ष,p_econ_self_savings_chng_today_v_19,6,Has grown compared to 2019,बचत बढेको छ,0,0.0,impact,438
m_age,4,61 and above,६१ वर्ष वा माथि,p_econ_self_savings_chng_today_v_19,1,Has stayed the same,लगभग उत्तिकै बाँकी छ,0,0.0,impact,439
m_age,4,61 and above,६१ वर्ष वा माथि,p_econ_self_savings_chng_today_v_19,2,75% remaining,तीन-चौथाई (७५%) बाँकी छ,0,0.0,impact,440
m_age,4,61 and above,६१ वर्ष वा माथि,p_econ_self_savings_chng_today_v_19,3,50% remaining,आधि (५०%) बाँकी छ,0,0.0,impact,441
m_age,4,61 and above,६१ वर्ष वा माथि,p_econ_self_savings_chng_today_v_19,4,25% remaining,एक-चौथाई (२५%) बाँकी छ,0,0.0,impact,442
m_age,4,61 and above,६१ वर्ष वा माथि,p_econ_self_savings_chng_today_v_19,5,Has reduced to almost zero,लगभग शुन्य बाँकी छ,0,0.0,impact,443
m_age,4,61 and above,६१ वर्ष वा माथि,p_econ_self_savings_chng_today_v_19,6,Has grown compared to 2019,बचत बढेको छ,0,0.0,impact,444
m_edu_levl,6,Master's degree or higher,स्नातकोत्तर वा माथि,p_econ_self_savings_chng_today_v_19,5,Has reduced to almost zero,लगभग शुन्य बाँकी छ,20,0.07751937984496124,impact,445
m_edu_levl,6,Master's degree or higher,स्नातकोत्तर वा माथि,p_econ_self_savings_chng_today_v_19,4,25% remaining,एक-चौथाई (२५%) बाँकी छ,4,0.015503875968992248,impact,446
m_edu_levl,6,Master's degree or higher,स्नातकोत्तर वा माथि,p_econ_self_savings_chng_today_v_19,3,50% remaining,आधि (५०%) बाँकी छ,0,0.0,impact,447
m_edu_levl,6,Master's degree or higher,स्नातकोत्तर वा माथि,p_econ_self_savings_chng_today_v_19,2,75% remaining,तीन-चौथाई (७५%) बाँकी छ,2,0.007751937984496124,impact,448
m_edu_levl,6,Master's degree or higher,स्नातकोत्तर वा माथि,p_econ_self_savings_chng_today_v_19,1,Has stayed the same,लगभग उत्तिकै बाँकी छ,1,0.003875968992248062,impact,449
m_edu_levl,6,Master's degree or higher,स्नातकोत्तर वा माथि,p_econ_self_savings_chng_today_v_19,6,Has grown compared to 2019,बचत बढेको छ,0,0.0,impact,450
m_edu_levl,5,Bachelor's degree or equivalent,स्नातक,p_econ_self_savings_chng_today_v_19,5,Has reduced to almost zero,लगभग शुन्य बाँकी छ,32,0.12403100775193798,impact,451
m_edu_levl,5,Bachelor's degree or equivalent,स्नातक,p_econ_self_savings_chng_today_v_19,4,25% remaining,एक-चौथाई (२५%) बाँकी छ,24,0.09302325581395349,impact,452
m_edu_levl,5,Bachelor's degree or equivalent,स्नातक,p_econ_self_savings_chng_today_v_19,3,50% remaining,आधि (५०%) बाँकी छ,2,0.007751937984496124,impact,453
m_edu_levl,5,Bachelor's degree or equivalent,स्नातक,p_econ_self_savings_chng_today_v_19,2,75% remaining,तीन-चौथाई (७५%) बाँकी छ,0,0.0,impact,454
m_edu_levl,5,Bachelor's degree or equivalent,स्नातक,p_econ_self_savings_chng_today_v_19,1,Has stayed the same,लगभग उत्तिकै बाँकी छ,1,0.003875968992248062,impact,455
m_edu_levl,5,Bachelor's degree or equivalent,स्नातक,p_econ_self_savings_chng_today_v_19,6,Has grown compared to 2019,बचत बढेको छ,1,0.003875968992248062,impact,456
