id,submission_date,occpatn_shopkeeper_pre_covid,occpatn_tour_guide_pre_covid,occpatn_trekking_guide_pre_covid,occpatn_rafting_guide_pre_covid,occpatn_mountain_guide_pre_covid,occpatn_driver_pre_covid,occpatn_travel_agent_pre_covid,occpatn_flight_attendent_pre_covid,occpatn_pilot_pre_covid,occpatn_cook_pre_covid,occpatn_hotel_manager_pre_covid,occpatn_hotel_staff_pre_covid,occpatn_waiter_pre_covid,occpatn_bartender_pre_covid,occpatn_porter_pre_covid,other_occpatn_pre_covid,had_frml_employment_contract_pre_covid,had_pan_pre_covid,wrk_type_seasonal_pre_covid,wrk_type_daily_wages_pre_covid,wrk_type_monthly_salary_pre_covid,other_wrk_type_pre_covid,sesonal_work_period,gender_individual,age_individual,education_level_individual,years_of_experience_individual,permanent_district_individual,temporary_district_individual,trsm_major_work_district
172223101,2021-04-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Rasuwa,Kathmandu,"Bhaktapur, Chitawan, Dhading, Gorkha, Kaski, Kathmandu, Kavrepalanchok, Lamjung, Manang, Mustang, Myagdi, Nuwakot, Rasuwa, Sindhupalchok, Solukhumbu, Taplejung"
172231306,2021-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,Female,21 - 40 years,10+2 or equivalent,3 to 5 years,Ramechhap,Kathmandu,Ramechhap
172245618,2021-04-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7 to 9 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Rasuwa,Kathmandu,"Gorkha, Kaski, Kathmandu, Manang, Mustang, Myagdi, Rasuwa, Solukhumbu"
172246584,2021-04-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,0 to 2 years,Nuwakot,Kathmandu,"Kaski, Lamjung, Manang, Mustang, Myagdi, Nuwakot, Rasuwa, Solukhumbu"
172248737,2021-04-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1 to 3 months,Male,21 - 40 years,Bachelor's degree or equivalent,3 to 5 years,Rasuwa,Kathmandu,"Chitawan, Dhading, Gorkha, Kaski, Kathmandu, Lalitpur, Manang, Mustang, Myagdi, Palpa, Rasuwa, Rupandehi, Solukhumbu"
172251008,2021-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,3 to 5 years,Nuwakot,Kathmandu,"Gorkha, Kathmandu, Manang, Mustang, Nuwakot"
172254964,2021-04-18,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Nuwakot,Kathmandu,"Bhaktapur, Chitawan, Gorkha, Kaski, Kathmandu, Lalitpur, Lamjung, Manang, Mustang, Myagdi, Nuwakot, Rasuwa, Solukhumbu"
172256215,2021-04-18,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,Master's degree or higher,6 to 10 years,Kathmandu,Kathmandu,Kathmandu
172274980,2021-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Gorkha,Kathmandu,"Gorkha, Kathmandu"
172291842,2021-04-19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,Male,41 - 60 years,Master's degree or higher,15 years or more,Lalitpur,Lalitpur,Kathmandu
172292357,2021-04-19,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,0 to 2 years,Sarlahi,Bhaktapur,Sarlahi
172294361,2021-04-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,Master's degree or higher,15 years or more,Dhading,Kathmandu,Kathmandu
172295574,2021-04-19,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,Master's degree or higher,11 to 15 years,Lalitpur,Lalitpur,"Bhaktapur, Chitawan, Kathmandu, Lalitpur"
172297356,2021-04-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,3 to 5 years,Chitawan,Kathmandu,"Chitawan, Gorkha, Kaski, Kathmandu, Lalitpur, Manang, Mustang, Rasuwa, Tanahu"
172297898,2021-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,0 to 2 years,Bhaktapur,Bhaktapur,"Bhaktapur, Kathmandu"
172300020,2021-04-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,,Male,21 - 40 years,Can read and/or write,3 to 5 years,Gorkha,Kathmandu,Kathmandu
172316529,2021-04-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,Can read and/or write,11 to 15 years,Sankhuwasabha,Kathmandu,"Bhaktapur, Chitawan, Dolpa, Kaski, Kathmandu, Lalitpur, Manang, Mugu, Mustang, Myagdi, Rasuwa, Sankhuwasabha, Sindhupalchok, Solukhumbu, Taplejung"
172317619,2021-04-19,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,41 - 60 years,Can read and/or write,15 years or more,Sankhuwasabha,Kathmandu,"Bhaktapur, Dolakha, Kaski, Kathmandu, Manang, Mugu, Mustang, Myagdi, Rasuwa, Sankhuwasabha, Sindhupalchok, Solukhumbu, Taplejung"
172385283,2021-04-19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,,Male,21 - 40 years,10+2 or equivalent,3 to 5 years,Achham,Kathmandu,Kathmandu
172433101,2021-04-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Female,21 - 40 years,No education (illiterate),11 to 15 years,Kathmandu,Dolakha,Kathmandu
172444155,2021-04-19,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1 to 3 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Dolakha,Dolakha,"Dolakha, Gorkha, Kaski, Mustang, Rasuwa, Solukhumbu"
172508612,2021-04-20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,0 to 2 years,Sarlahi,Bhaktapur,"Bhaktapur, Kathmandu, Mahottari, Rautahat, Sarlahi"
172517345,2021-04-20,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,,Male,Less than 20 years,10+2 or equivalent,0 to 2 years,Dang,Kathmandu,Kathmandu
172526531,2021-04-20,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Sankhuwasabha,Kathmandu,"Dhading, Dolpa, Jumla, Kathmandu, Manang, Mugu, Mustang, Myagdi, Nuwakot, Ramechhap, Rasuwa, Rolpa, Rukum East, Rukum West, Sankhuwasabha, Sindhuli, Sindhupalchok, Solukhumbu, Syangja, Tanahu, Taplejung, Terhathum"
172753231,2021-04-21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Solukhumbu,Kathmandu,"Dolpa, Gorkha, Kaski, Kathmandu, Lamjung, Manang, Mugu, Mustang, Myagdi, Rasuwa, Solukhumbu, Taplejung"
172788466,2021-04-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,Male,21 - 40 years,Can read and/or write,3 to 5 years,Dhading,Kathmandu,Kathmandu
173083509,2021-04-22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,41 - 60 years,Can read and/or write,15 years or more,Khotang,Kathmandu,"Bhaktapur, Chitawan, Gorkha, Kapilbastu, Kaski, Kathmandu, Lalitpur, Lamjung, Manang, Mustang, Myagdi, Rasuwa, Solukhumbu"
173146978,2021-04-22,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,SLC or equivalent,11 to 15 years,Dolakha,Kathmandu,Kathmandu
173224204,2021-04-23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Rasuwa,Kathmandu,"Lamjung, Manang, Mustang, Rasuwa"
174606584,2021-04-29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Kathmandu,Kathmandu,"Kaski, Kathmandu"
173751553,2021-04-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,,Female,21 - 40 years,Master's degree or higher,6 to 10 years,Gorkha,Kathmandu,Gorkha
173755563,2021-04-26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,Master's degree or higher,15 years or more,Gorkha,Kathmandu,Kathmandu
173756200,2021-04-26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7 to 9 months,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Gorkha,Kathmandu,"Bhaktapur, Chitawan, Dhading, Gorkha, Kaski, Kathmandu, Kavrepalanchok, Khotang, Lalitpur, Lamjung, Makwanpur, Manang, Mustang, Myagdi, Nuwakot, Okhaldhunga, Palpa, Parbat, Ramechhap, Rasuwa, Rolpa, Rukum East, Rukum West, Solukhumbu, Syangja, Tanahu"
173760062,2021-04-26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,Male,21 - 40 years,Master's degree or higher,11 to 15 years,Dhading,Kathmandu,Kathmandu
173760416,2021-04-26,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,10 to 11 months,Male,21 - 40 years,Master's degree or higher,6 to 10 years,Sindhupalchok,Kathmandu,"Bhaktapur, Chitawan, Gorkha, Kapilbastu, Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Rupandehi, Sindhupalchok"
173761552,2021-04-26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10 to 11 months,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Gorkha,Kathmandu,Gorkha
173771322,2021-04-26,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Dhading,Kathmandu,"Bhaktapur, Chitawan, Dhading, Dolakha, Gorkha, Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Lamjung, Manang, Mustang, Myagdi, Nawalpur, Parasi, Nuwakot, Rasuwa, Sindhupalchok, Solukhumbu"
173773266,2021-04-26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Dhading,Kathmandu,"Baglung, Chitawan, Dhading, Dolakha, Gorkha, Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Lamjung, Manang, Mustang, Myagdi, Nuwakot, Rasuwa, Solukhumbu"
173774691,2021-04-26,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,,Male,21 - 40 years,Master's degree or higher,0 to 2 years,Baitadi,Kathmandu,"Bajhang, Parasi, Parbat"
173879309,2021-04-26,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7 to 9 months,Male,41 - 60 years,SLC or equivalent,15 years or more,Tanahu,Kathmandu,"Chitawan, Dhading, Kaski, Kathmandu, Parbat, Sindhupalchok, Syangja, Tanahu"
174053501,2021-04-27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,Bachelor's degree or equivalent,3 to 5 years,Lamjung,Kaski,Kaski
173963262,2021-04-26,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Ramechhap,Kathmandu,Kathmandu
173971109,2021-04-26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7 to 9 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Dhading,Kathmandu,"Dhading, Dolpa, Gorkha, Ilam, Kapilbastu, Kaski, Kathmandu, Lamjung, Manang, Mugu, Mustang, Myagdi, Rasuwa, Sindhupalchok, Solukhumbu, Taplejung"
174044721,2021-04-27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,Bachelor's degree or equivalent,15 years or more,Dhading,Kaski,Kaski
174045443,2021-04-27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Kathmandu,Sindhupalchok,Sindhupalchok
174046129,2021-04-27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1 to 3 months,Male,Less than 20 years,SLC or equivalent,0 to 2 years,Dhading,Kathmandu,"Bardiya, Chitawan, Kaski"
174046336,2021-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Dhading,Kaski,Kaski
174048769,2021-04-27,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,Can read and/or write,6 to 10 years,Syangja,Kaski,Kaski
174050061,2021-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,,Male,41 - 60 years,Bachelor's degree or equivalent,15 years or more,Lalitpur,Kavrepalanchok,Kathmandu
174267462,2021-04-27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Dolakha,Kathmandu,Lalitpur
174065828,2021-04-27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,,Male,21 - 40 years,10+2 or equivalent,3 to 5 years,Chitawan,Kathmandu,"Chitawan, Kapilbastu, Kaski, Kathmandu, Mustang, Myagdi"
174089382,2021-04-27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Kaski,Kaski,Kaski
174095780,2021-04-27,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Kaski,Kaski,"Kaski, Kathmandu"
174104475,2021-04-27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,,Male,41 - 60 years,SLC or equivalent,15 years or more,Parbat,Parbat,Kaski
174127375,2021-04-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,Female,21 - 40 years,10+2 or equivalent,15 years or more,Lalitpur,Lalitpur,Kathmandu
174134066,2021-04-27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,7 to 9 months,Male,41 - 60 years,SLC or equivalent,11 to 15 years,Bhojpur,Kathmandu,"Dolakha, Gorkha, Kaski, Lamjung, Manang, Mustang, Myagdi, Rasuwa"
174138626,2021-04-27,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,11 to 15 years,Lalitpur,Lalitpur,Kathmandu
174148819,2021-04-27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,,Male,41 - 60 years,10+2 or equivalent,15 years or more,Bara,Kaski,Kaski
174149342,2021-04-27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1 to 3 months,Male,21 - 40 years,Can read and/or write,15 years or more,Ramechhap,Kathmandu,"Ramechhap, Sindhuli, Sindhupalchok, Taplejung, Terhathum"
174157309,2021-04-27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1 to 3 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Kathmandu,Dolakha,Kathmandu
174181470,2021-04-27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,,Male,41 - 60 years,Bachelor's degree or equivalent,15 years or more,Kathmandu,Kathmandu,Kathmandu
174193791,2021-04-27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,SLC or equivalent,15 years or more,Dolakha,Kaski,Kaski
174205572,2021-04-27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,Master's degree or higher,3 to 5 years,Syangja,Syangja,Syangja
174213289,2021-04-27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,Female,21 - 40 years,Bachelor's degree or equivalent,3 to 5 years,Kathmandu,Kathmandu,Kathmandu
174216192,2021-04-27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,,Male,21 - 40 years,SLC or equivalent,0 to 2 years,Achham,Kaski,Kaski
174218745,2021-04-27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1 to 3 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Khotang,Kathmandu,"Bhojpur, Dhading, Gorkha, Kaski, Manang, Mustang, Sankhuwasabha, Solukhumbu, Tanahu"
174219007,2021-04-27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Kathmandu,Kathmandu,Kathmandu
174232975,2021-04-27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,7 to 9 months,Male,41 - 60 years,SLC or equivalent,15 years or more,Morang,Kathmandu,"Baglung, Bhaktapur, Bhojpur, Chitawan, Dolakha, Dolpa, Gorkha, Ilam, Kaski, Kathmandu, Lamjung, Manang, Mustang, Myagdi, Nuwakot, Rasuwa, Sankhuwasabha, Sindhupalchok, Solukhumbu, Taplejung"
174243886,2021-04-27,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1 to 3 months,Male,21 - 40 years,10+2 or equivalent,15 years or more,Kavrepalanchok,Makwanpur,"Bhaktapur, Chitawan, Dolakha, Gorkha, Kaski, Kathmandu, Kavrepalanchok, Lamjung, Manang, Mustang, Myagdi, Ramechhap, Rasuwa, Sindhupalchok, Solukhumbu"
174255157,2021-04-27,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,7 to 9 months,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Gorkha,Kathmandu,Kathmandu
174260043,2021-04-27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,Male,41 - 60 years,10+2 or equivalent,15 years or more,Lalitpur,Lalitpur,"Achham, Arghakhanchi, Baglung, Baitadi, Bajhang, Bajura, Banke, Bara, Bardiya, Bhaktapur, Bhojpur, Chitawan, Dadeldhura, Dailekh, Dang, Darchula, Dhading, Dhankuta, Dhanusa, Dolakha, Dolpa, Doti, Gorkha, Gulmi, Humla, Ilam, Jajarkot, Jhapa, Jumla, Kailali, Kalikot, Kanchanpur, Kapilbastu, Kaski, Kathmandu, Kavrepalanchok, Khotang, Lalitpur, Lamjung, Mahottari, Makwanpur, Manang, Morang, Mugu, Mustang, Myagdi, Nawalpur, Parasi, Nuwakot, Okhaldhunga, Palpa, Panchthar, Parbat, Parsa, Pyuthan, Ramechhap, Rasuwa, Rautahat, Rolpa, Rukum East, Rukum West, Rupandehi, Salyan, Sankhuwasabha, Saptari, Sarlahi, Sindhuli, Sindhupalchok, Siraha, Solukhumbu, Sunsari, Surkhet, Syangja, Tanahu, Taplejung, Terhathum, Udayapur"
174270537,2021-04-27,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,,Female,21 - 40 years,10+2 or equivalent,6 to 10 years,Sindhupalchok,Kathmandu,Lalitpur
174273865,2021-04-27,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4 to 6 months,Male,21 - 40 years,SLC or equivalent,6 to 10 years,Solukhumbu,Solukhumbu,"Mustang, Solukhumbu, Taplejung"
174294566,2021-04-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,Master's degree or higher,11 to 15 years,Rukum West,Kathmandu,"Bhaktapur, Chitawan, Kaski, Kathmandu, Kavrepalanchok, Lalitpur, Makwanpur, Palpa, Rupandehi, Sindhupalchok"
174343622,2021-04-28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,Male,41 - 60 years,10+2 or equivalent,15 years or more,Sindhuli,Kathmandu,Lalitpur
174363062,2021-04-28,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,3 to 5 years,Kaski,Kaski,Kaski
174370665,2021-04-28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,Female,21 - 40 years,10+2 or equivalent,3 to 5 years,Kaski,Kaski,Kaski
174376289,2021-04-28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Kaski,Kaski,Kaski
174384376,2021-04-28,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,3 to 5 years,Syangja,Kaski,Kaski
174409271,2021-04-28,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Kaski,Kaski,Kaski
174465515,2021-04-28,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1,0,,Male,21 - 40 years,Bachelor's degree or equivalent,3 to 5 years,Kaski,Kaski,"Kaski, Kathmandu, Parsa"
174961294,2021-04-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,3 to 5 years,Rasuwa,Kathmandu,"Bhaktapur, Chitawan, Gorkha, Ilam, Kathmandu, Lamjung, Manang, Mustang, Nuwakot, Rasuwa, Taplejung"
174575061,2021-04-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,,Female,21 - 40 years,Bachelor's degree or equivalent,3 to 5 years,Kathmandu,Kathmandu,Kathmandu
174594091,2021-04-28,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,,Male,21 - 40 years,Bachelor's degree or equivalent,3 to 5 years,Sunsari,Kathmandu,Kathmandu
174652252,2021-04-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Sunsari,Bhojpur,"Bhaktapur, Chitawan, Ilam, Kaski, Kathmandu, Manang, Mustang, Okhaldhunga, Solukhumbu"
174654503,2021-04-29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,Female,21 - 40 years,Bachelor's degree or equivalent,6 to 10 years,Kathmandu,Kathmandu,Kathmandu
174661419,2021-04-29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,,Male,21 - 40 years,SLC or equivalent,15 years or more,Dhading,Kaski,Kaski
174668227,2021-04-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,,Male,41 - 60 years,10+2 or equivalent,15 years or more,Kaski,Kaski,Kaski
174709627,2021-04-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4 to 6 months,Male,21 - 40 years,Master's degree or higher,0 to 2 years,Syangja,Syangja,Mustang
174719674,2021-04-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Gorkha,Kathmandu,Kathmandu
174750385,2021-04-29,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,,Male,21 - 40 years,Bachelor's degree or equivalent,0 to 2 years,Kathmandu,Kathmandu,Kathmandu
174784338,2021-04-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4 to 6 months,Male,21 - 40 years,Bachelor's degree or equivalent,3 to 5 years,Solukhumbu,Kathmandu,"Lamjung, Manang, Mustang, Myagdi, Solukhumbu"
174817738,2021-04-29,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,4 to 6 months,Male,21 - 40 years,10+2 or equivalent,6 to 10 years,Bhojpur,Kathmandu,"Bhaktapur, Bhojpur, Chitawan, Dhading, Dhankuta, Gorkha, Ilam, Jhapa, Kaski, Kathmandu, Kavrepalanchok, Lamjung, Manang, Morang, Mustang, Myagdi, Okhaldhunga, Panchthar, Parbat, Rasuwa, Syangja, Tanahu, Terhathum, Udayapur"
174943211,2021-04-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,7 to 9 months,Male,21 - 40 years,SLC or equivalent,3 to 5 years,Dhading,Dhading,Dhading
174952526,2021-04-30,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,7 to 9 months,Male,21 - 40 years,10+2 or equivalent,11 to 15 years,Gorkha,Kathmandu,"Dolakha, Dolpa, Gorkha, Humla, Jumla, Kaski, Kathmandu, Lalitpur, Lamjung, Manang, Mugu, Mustang, Myagdi, Parbat, Rasuwa, Rukum East, Rukum West, Sankhuwasabha, Solukhumbu, Tanahu, Taplejung"
174954747,2021-04-30,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,0 to 2 years,Bhaktapur,Bhaktapur,Kathmandu
174982226,2021-04-30,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,,Male,21 - 40 years,10+2 or equivalent,0 to 2 years,Morang,Kathmandu,Kathmandu
